Week Ending Date,Report Date,Date,Weighted Price,Weighted Price adjusted to 38% moisture,Sales,Moisture Content
10/18/2014,10/22/2014,4-Oct,2.5981,2.4762,"9,634,610",34.95
10/18/2014,10/22/2014,11-Oct,2.4402,2.33,"8,367,413",35.07
10/18/2014,10/22/2014,18-Oct,2.3171,2.2149,"9,378,425",35.14
10/11/2014,10/16/2014,11-Oct,2.4402,2.33,"8,367,413",35.07
10/11/2014,10/16/2014,4-Oct,2.5981,2.4762,"9,634,610",34.95
10/11/2014,10/16/2014,27-Sep,2.5416,2.4271,"9,391,024",35.07
10/11/2014,10/16/2014,20-Sep,2.4962,2.3769,"9,613,316",34.89
10/11/2014,10/16/2014,13-Sep,2.4661,2.3489,"9,747,840",34.91
10/4/2014,10/8/2014,6-Sep,2.4284,2.3127,"10,134,094",34.9
10/4/2014,10/8/2014,13-Sep,2.4661,2.3489,"9,747,840",34.91
10/4/2014,10/8/2014,20-Sep,2.4962,2.3769,"9,613,316",34.89
10/4/2014,10/8/2014,27-Sep,2.5416,2.4271,"9,391,024",35.07
10/4/2014,10/8/2014,4-Oct,2.5984,2.4764,"9,634,610",34.95
9/27/2014,10/1/2014,27-Sep,2.5416,2.4277,"8,123,228",35.09
9/27/2014,10/1/2014,20-Sep,2.4963,2.377,"9,613,316",34.89
9/27/2014,10/1/2014,13-Sep,2.4666,2.3494,"9,727,188",34.91
9/27/2014,10/1/2014,6-Sep,2.4284,2.3127,"10,134,094",34.9
9/27/2014,10/1/2014,30-Aug,2.3535,2.2411,"10,150,215",34.89
9/20/2014,9/24/2014,23-Aug,2.2923,2.182,"10,547,872",34.86
9/20/2014,9/24/2014,30-Aug,2.3535,2.2411,"10,150,215",34.89
9/20/2014,9/24/2014,6-Sep,2.4284,2.3127,"10,134,094",34.9
9/20/2014,9/24/2014,13-Sep,2.4666,2.3494,"9,727,188",34.91
9/20/2014,9/24/2014,20-Sep,2.4963,2.377,"9,613,316",34.89
9/13/2014,9/17/2014,13-Sep,2.4666,2.3465,"9,727,188",34.83
9/13/2014,9/17/2014,6-Sep,2.4283,2.3128,"10,144,882",34.9
9/13/2014,9/17/2014,30-Aug,2.3534,2.241,"10,157,777",34.89
9/13/2014,9/17/2014,23-Aug,2.2923,2.1823,"10,547,872",34.88
9/13/2014,9/17/2014,16-Aug,2.2251,2.1175,"10,500,551",34.85
9/6/2014,9/10/2014,9-Aug,2.1481,2.0443,"10,043,006",34.85
9/6/2014,9/10/2014,16-Aug,2.2251,2.1175,"10,500,551",34.85
9/6/2014,9/10/2014,23-Aug,2.2929,2.1823,"10,100,018",34.86
9/6/2014,9/10/2014,30-Aug,2.3534,2.241,"10,157,777",34.89
9/6/2014,9/10/2014,6-Sep,2.4244,2.3095,"10,020,819",34.91
8/30/2014,9/4/2014,30-Aug,2.3525,2.2403,"9,990,166",34.9
8/30/2014,9/4/2014,23-Aug,2.293,2.1824,"10,100,018",34.86
8/30/2014,9/4/2014,16-Aug,2.2251,2.1175,"10,500,551",34.85
8/30/2014,9/4/2014,9-Aug,2.1481,2.0443,"10,043,006",34.85
8/30/2014,9/4/2014,2-Aug,2.1749,2.072,"9,453,812",34.92
8/23/2014,8/27/2014,26-Jul,2.1592,2.0606,"11,025,828",35.03
8/23/2014,8/27/2014,2-Aug,2.1756,2.0726,"9,453,812",34.92
8/23/2014,8/27/2014,9-Aug,2.1481,2.0443,"10,043,006",34.85
8/23/2014,8/27/2014,16-Aug,2.2251,2.1175,"10,500,551",34.85
8/23/2014,8/27/2014,23-Aug,2.293,2.1824,"10,100,018",34.86
8/16/2014,8/20/2014,16-Aug,2.2251,2.1175,"10,500,551",34.85
8/16/2014,8/20/2014,9-Aug,2.1481,2.0443,"10,043,006",34.85
8/16/2014,8/20/2014,2-Aug,2.1756,2.0726,"9,453,812",34.92
8/16/2014,8/20/2014,26-Jul,2.1592,2.0606,"11,025,828",35.03
8/16/2014,8/20/2014,19-Jul,2.1243,2.0355,"10,274,911",35.3
8/9/2014,8/13/2014,12-Jul,2.1504,2.0502,"10,609,167",34.97
8/9/2014,8/13/2014,19-Jul,2.1243,2.0355,"10,274,911",35.3
8/9/2014,8/13/2014,26-Jul,2.1592,2.0606,"11,025,828",35.03
8/9/2014,8/13/2014,2-Aug,2.1756,2.0726,"9,453,812",34.92
8/9/2014,8/13/2014,9-Aug,2.1481,2.0443,"10,043,006",34.85
8/2/2014,8/6/2014,2-Aug,2.1756,2.0726,"9,451,766",34.92
8/2/2014,8/6/2014,26-Jul,2.1592,2.0606,"11,025,828",35.03
8/2/2014,8/6/2014,19-Jul,2.1243,2.0355,"10,274,911",35.3
8/2/2014,8/6/2014,12-Jul,2.1504,2.0502,"10,609,167",34.97
8/2/2014,8/6/2014,5-Jul,2.1413,2.0479,"8,683,292",35.17
7/26/2014,7/30/2014,28-Jun,2.103,2.0165,"9,765,195",35.34
7/26/2014,7/30/2014,5-Jul,2.1413,2.0479,"8,683,292",35.17
7/26/2014,7/30/2014,12-Jul,2.1504,2.0502,"10,609,167",34.97
7/26/2014,7/30/2014,19-Jul,2.1243,2.0355,"10,274,911",35.3
7/26/2014,7/30/2014,26-Jul,2.1592,2.0606,"11,025,828",35.03
7/19/2014,7/23/2014,19-Jul,2.1243,2.0355,"10,274,911",35.3
7/19/2014,7/23/2014,12-Jul,2.1504,2.0502,"10,609,167",34.97
7/19/2014,7/23/2014,5-Jul,2.1413,2.0479,"8,683,292",35.17
7/19/2014,7/23/2014,28-Jun,2.103,2.0165,"9,765,195",35.34
7/19/2014,7/23/2014,21-Jun,2.099,2.0131,"10,566,722",35.35
7/12/2014,7/16/2014,14-Jun,2.108,2.0176,"10,462,140",35.22
7/12/2014,7/16/2014,21-Jun,2.099,2.0131,"10,566,722",35.35
7/12/2014,7/16/2014,28-Jun,2.103,2.0165,"9,765,195",35.34
7/12/2014,7/16/2014,5-Jul,2.1413,2.0479,"8,683,292",35.17
7/12/2014,7/16/2014,12-Jul,2.1504,2.0502,"10,609,167",34.97
7/5/2014,7/9/2014,5-Jul,2.1413,2.0479,"8,683,292",35.17
7/5/2014,7/9/2014,28-Jun,2.103,2.0165,"9,765,195",35.34
7/5/2014,7/9/2014,21-Jun,2.099,2.0131,"10,566,722",35.35
7/5/2014,7/9/2014,14-Jun,2.108,2.0176,"10,462,140",35.22
7/5/2014,7/9/2014,7-Jun,2.1114,2.0206,"11,091,968",35.21
6/28/2014,7/2/2014,31-May,2.1477,2.0563,"9,999,196",35.24
6/28/2014,7/2/2014,7-Jun,2.1114,2.0206,"11,091,968",35.21
6/28/2014,7/2/2014,14-Jun,2.108,2.0176,"10,462,140",35.22
6/28/2014,7/2/2014,21-Jun,2.099,2.0131,"10,566,722",35.35
6/28/2014,7/2/2014,28-Jun,2.103,2.0165,"9,765,195",35.34
6/21/2014,6/25/2014,21-Jun,2.099,2.0131,"10,566,722",35.35
6/21/2014,6/25/2014,14-Jun,2.108,2.0176,"10,462,140",35.22
6/21/2014,6/25/2014,7-Jun,2.1114,2.0206,"11,091,968",35.21
6/21/2014,6/25/2014,31-May,2.1477,2.0563,"9,999,196",35.24
6/21/2014,6/25/2014,24-May,2.1978,2.0959,"8,604,343",34.99
6/14/2014,6/18/2014,17-May,2.273,2.1651,"10,115,480",34.91
6/14/2014,6/18/2014,24-May,2.1978,2.0959,"8,604,343",34.99
6/14/2014,6/18/2014,31-May,2.1477,2.0563,"9,999,196",35.24
6/14/2014,6/18/2014,7-Jun,2.1114,2.0206,"11,091,968",35.21
6/14/2014,6/18/2014,14-Jun,2.108,2.0176,"10,462,140",35.22
6/7/2014,6/11/2014,7-Jun,2.1115,2.0207,"11,091,968",35.21
6/7/2014,6/11/2014,31-May,2.1477,2.0563,"9,999,196",35.24
6/7/2014,6/11/2014,24-May,2.1978,2.0959,"8,604,343",34.99
6/7/2014,6/11/2014,17-May,2.273,2.1651,"10,115,480",34.91
6/7/2014,6/11/2014,10-May,2.3326,2.2299,"9,178,463",35.14
5/31/2014,6/4/2014,3-May,2.3551,2.2553,"10,329,392",35.26
5/31/2014,6/4/2014,10-May,2.3326,2.2299,"9,178,463",35.14
5/31/2014,6/4/2014,17-May,2.273,2.1651,"10,115,480",34.91
5/31/2014,6/4/2014,24-May,2.1978,2.0959,"8,604,343",34.99
5/31/2014,6/4/2014,31-May,2.1477,2.0563,"9,999,196",35.24
5/24/2014,5/29/2014,24-May,2.1978,2.0959,"8,604,343",34.99
5/24/2014,5/29/2014,17-May,2.273,2.1651,"10,115,480",34.91
5/24/2014,5/29/2014,10-May,2.3326,2.2299,"9,178,463",35.14
5/24/2014,5/29/2014,3-May,2.3554,2.2556,"10,329,392",35.26
5/24/2014,5/29/2014,26-Apr,2.3543,2.2495,"9,518,682",35.11
5/17/2014,5/21/2014,19-Apr,2.3901,2.2817,"8,884,327",35.06
5/17/2014,5/21/2014,26-Apr,2.3543,2.2495,"9,518,682",35.11
5/17/2014,5/21/2014,3-May,2.3554,2.2556,"10,329,392",35.26
5/17/2014,5/21/2014,10-May,2.3326,2.2299,"9,178,463",35.14
5/17/2014,5/21/2014,17-May,2.273,2.1651,"10,115,480",34.91
5/10/2014,5/14/2014,10-May,2.3326,2.2299,"9,178,463",35.14
5/10/2014,5/14/2014,3-May,2.3554,2.2556,"10,329,392",35.26
5/10/2014,5/14/2014,26-Apr,2.3543,2.2495,"9,518,682",35.11
5/10/2014,5/14/2014,19-Apr,2.3901,2.2817,"8,884,327",35.06
5/10/2014,5/14/2014,12-Apr,2.4465,2.344,"9,469,157",35.29
5/3/2014,5/7/2014,5-Apr,2.472,2.3587,"9,873,253",35.02
5/3/2014,5/7/2014,12-Apr,2.4465,2.344,"9,469,157",35.29
5/3/2014,5/7/2014,19-Apr,2.3901,2.2817,"8,884,327",35.06
5/3/2014,5/7/2014,26-Apr,2.3543,2.2495,"9,518,682",35.11
5/3/2014,5/7/2014,3-May,2.3555,2.2556,"10,323,173",35.25
4/26/2014,4/30/2014,26-Apr,2.3543,2.2495,"9,518,682",35.11
4/26/2014,4/30/2014,19-Apr,2.3901,2.2817,"8,884,327",35.06
4/26/2014,4/30/2014,12-Apr,2.4465,2.344,"9,469,157",35.29
4/26/2014,4/30/2014,5-Apr,2.472,2.3587,"9,873,253",35.02
4/26/2014,4/30/2014,29-Mar,2.426,2.3216,"9,275,047",35.21
4/19/2014,4/23/2014,22-Mar,2.3816,2.2807,"8,710,000",35.26
4/19/2014,4/23/2014,29-Mar,2.426,2.3216,"9,275,047",35.21
4/19/2014,4/23/2014,5-Apr,2.472,2.3587,"9,873,253",35.02
4/19/2014,4/23/2014,12-Apr,2.4465,2.344,"9,469,157",35.29
4/19/2014,4/23/2014,19-Apr,2.3901,2.2817,"8,884,327",35.06
4/12/2014,4/16/2014,12-Apr,2.4465,2.344,"9,469,157",35.29
4/12/2014,4/16/2014,5-Apr,2.4721,2.3588,"9,873,253",35.02
4/12/2014,4/16/2014,29-Mar,2.426,2.3216,"9,275,047",35.21
4/12/2014,4/16/2014,22-Mar,2.3816,2.2807,"8,710,000",35.26
4/12/2014,4/16/2014,15-Mar,2.3378,2.2344,"9,334,976",35.13
4/5/2014,4/9/2014,8-Mar,2.3135,2.2137,"8,630,241",35.2
4/5/2014,4/9/2014,15-Mar,2.3378,2.2344,"9,334,976",35.13
4/5/2014,4/9/2014,22-Mar,2.3816,2.2807,"8,710,000",35.26
4/5/2014,4/9/2014,29-Mar,2.426,2.3216,"9,275,047",35.21
4/5/2014,4/9/2014,5-Apr,2.4714,2.3583,"9,791,947",35.03
3/29/2014,4/2/2014,29-Mar,2.426,2.3216,"9,275,047",35.21
3/29/2014,4/2/2014,22-Mar,2.3815,2.2806,"8,710,000",35.26
3/29/2014,4/2/2014,15-Mar,2.3378,2.2344,"9,334,976",35.13
3/29/2014,4/2/2014,8-Mar,2.3135,2.2137,"8,630,241",35.2
3/29/2014,4/2/2014,1-Mar,2.3106,2.2069,"8,864,719",35.09
3/22/2014,3/26/2014,22-Feb,2.3547,2.2506,"9,712,372",35.13
3/22/2014,3/26/2014,1-Mar,2.3106,2.2069,"8,864,719",35.09
3/22/2014,3/26/2014,8-Mar,2.3147,2.2148,"8,630,241",35.2
3/22/2014,3/26/2014,15-Mar,2.3378,2.2344,"9,334,976",35.13
3/22/2014,3/26/2014,22-Mar,2.3815,2.2806,"8,710,000",35.26
3/15/2014,3/19/2014,15-Mar,2.3378,2.2344,"9,334,976",35.13
3/15/2014,3/19/2014,8-Mar,2.3147,2.2148,"8,630,241",35.2
3/15/2014,3/19/2014,1-Mar,2.3106,2.2069,"8,864,719",35.09
3/15/2014,3/19/2014,22-Feb,2.3547,2.2506,"9,712,372",35.13
3/15/2014,3/19/2014,15-Feb,2.4295,2.3244,"9,721,245",35.2
3/8/2014,3/12/2014,8-Feb,2.4128,2.3016,"10,350,172",35.01
3/8/2014,3/12/2014,15-Feb,2.4295,2.3244,"9,721,245",35.2
3/8/2014,3/12/2014,22-Feb,2.3547,2.2506,"9,712,372",35.13
3/8/2014,3/12/2014,1-Mar,2.3106,2.2069,"8,864,719",35.09
3/8/2014,3/12/2014,8-Mar,2.3147,2.2148,"8,630,241",35.2
3/1/2014,3/5/2014,1-Mar,2.3106,2.2069,"8,863,699",35.09
3/1/2014,3/5/2014,22-Feb,2.3547,2.2506,"9,712,372",35.13
3/1/2014,3/5/2014,15-Feb,2.4295,2.3244,"9,721,245",35.2
3/1/2014,3/5/2014,8-Feb,2.4128,2.3016,"10,350,172",35.01
3/1/2014,3/5/2014,1-Feb,2.3509,2.2347,"9,209,445",34.78
2/22/2014,2/26/2014,25-Jan,2.2583,2.1496,"9,782,170",34.86
2/22/2014,2/26/2014,1-Feb,2.3509,2.2347,"9,209,445",34.78
2/22/2014,2/26/2014,8-Feb,2.4128,2.3016,"10,350,172",35.01
2/22/2014,2/26/2014,15-Feb,2.4295,2.3244,"9,721,245",35.2
2/22/2014,2/26/2014,22-Feb,2.3547,2.2506,"9,712,372",35.13
2/15/2014,2/20/2014,15-Feb,2.4295,2.3244,"9,721,245",35.2
2/15/2014,2/20/2014,8-Feb,2.4128,2.3016,"10,350,172",35.01
2/15/2014,2/20/2014,1-Feb,2.3509,2.2347,"9,209,445",34.78
2/15/2014,2/20/2014,25-Jan,2.2583,2.1496,"9,782,170",34.86
2/15/2014,2/20/2014,18-Jan,2.1447,2.0405,"9,849,953",34.83
2/8/2014,2/12/2014,11-Jan,2.047,1.9493,"10,496,327",34.89
2/8/2014,2/12/2014,18-Jan,2.1447,2.0405,"9,849,953",34.83
2/8/2014,2/12/2014,25-Jan,2.2583,2.1496,"9,782,170",34.86
2/8/2014,2/12/2014,1-Feb,2.3509,2.2347,"9,209,445",34.78
2/8/2014,2/12/2014,8-Feb,2.4128,2.3016,"10,350,172",35.01
2/1/2014,2/5/2014,1-Feb,2.3507,2.2348,"9,157,247",34.78
2/1/2014,2/5/2014,25-Jan,2.2583,2.1496,"9,782,170",34.86
2/1/2014,2/5/2014,18-Jan,2.1466,2.0423,"9,849,953",34.83
2/1/2014,2/5/2014,11-Jan,2.047,1.9493,"10,496,327",34.89
2/1/2014,2/5/2014,4-Jan,2.0602,1.9664,"10,433,576",35.04
1/25/2014,1/29/2014,28-Dec,1.9906,1.9,"9,889,304",35.04
1/25/2014,1/29/2014,4-Jan,2.0601,1.9664,"10,442,145",35.04
1/25/2014,1/29/2014,11-Jan,2.0468,1.9492,"10,514,216",34.9
1/25/2014,1/29/2014,18-Jan,2.1466,2.0424,"9,858,630",34.84
1/25/2014,1/29/2014,25-Jan,2.2583,2.1496,"9,782,170",34.86
1/18/2014,1/23/2014,18-Jan,2.1466,2.0424,"9,858,630",34.84
1/18/2014,1/23/2014,11-Jan,2.0468,1.9492,"10,514,216",34.9
1/18/2014,1/23/2014,4-Jan,2.0601,1.9664,"10,442,145",35.04
1/18/2014,1/23/2014,28-Dec,1.9906,1.9,"9,889,304",35.04
1/18/2014,1/23/2014,21-Dec,1.9219,1.8358,"10,207,370",35.09
1/11/2014,1/15/2014,14-Dec,1.945,1.8512,"11,302,901",34.86
1/11/2014,1/15/2014,21-Dec,1.9219,1.8358,"10,207,370",35.09
1/11/2014,1/15/2014,28-Dec,1.9906,1.9,"9,889,304",35.04
1/11/2014,1/15/2014,4-Jan,2.0602,1.9665,"10,442,145",35.04
1/11/2014,1/15/2014,11-Jan,2.0463,1.949,"10,432,246",34.91
1/4/2014,1/8/2014,4-Jan,2.06,1.9666,"10,364,785",35.06
1/4/2014,1/8/2014,28-Dec,1.9897,1.899,"9,930,157",35.04
1/4/2014,1/8/2014,21-Dec,1.9219,1.8358,"10,207,370",35.09
1/4/2014,1/8/2014,14-Dec,1.9459,1.8521,"11,302,901",34.86
1/4/2014,1/8/2014,7-Dec,1.8959,1.8105,"11,839,380",35.07
12/28/2013,1/2/2014,30-Nov,1.8911,1.8114,"8,288,278",35.27
12/28/2013,1/2/2014,7-Dec,1.896,1.8106,"11,839,380",35.07
12/28/2013,1/2/2014,14-Dec,1.9459,1.8521,"11,302,901",34.86
12/28/2013,1/2/2014,21-Dec,1.9219,1.8358,"10,207,370",35.09
12/28/2013,1/2/2014,28-Dec,1.9897,1.899,"9,930,157",35.04
12/21/2013,12/26/2013,21-Dec,1.9219,1.8358,"10,207,370",35.09
12/21/2013,12/26/2013,14-Dec,1.9459,1.8521,"11,302,901",34.86
12/21/2013,12/26/2013,7-Dec,1.896,1.8106,"11,839,380",35.07
12/21/2013,12/26/2013,30-Nov,1.8911,1.8114,"8,288,278",35.27
12/21/2013,12/26/2013,23-Nov,1.9146,1.8362,"9,517,889",35.35
12/14/2013,12/18/2013,16-Nov,1.9499,1.8647,"8,970,443",35.17
12/14/2013,12/18/2013,23-Nov,1.9146,1.8362,"9,517,889",35.35
12/14/2013,12/18/2013,30-Nov,1.8911,1.8114,"8,288,278",35.27
12/14/2013,12/18/2013,7-Dec,1.896,1.8106,"11,839,380",35.07
12/14/2013,12/18/2013,14-Dec,1.9459,1.8521,"11,302,901",34.86
12/7/2013,12/11/2013,7-Dec,1.896,1.8106,"11,839,380",35.07
12/7/2013,12/11/2013,30-Nov,1.8911,1.8114,"8,288,278",35.27
12/7/2013,12/11/2013,23-Nov,1.9146,1.8362,"9,517,889",35.35
12/7/2013,12/11/2013,16-Nov,1.9499,1.8647,"8,970,443",35.17
12/7/2013,12/11/2013,9-Nov,1.9353,1.8543,"9,880,856",35.29
11/30/2013,12/4/2013,2-Nov,1.9035,1.8203,"9,523,773",35.17
11/30/2013,12/4/2013,9-Nov,1.9352,1.8542,"9,880,856",35.29
11/30/2013,12/4/2013,16-Nov,1.95,1.8648,"8,970,443",35.17
11/30/2013,12/4/2013,23-Nov,1.9146,1.8362,"9,517,889",35.35
11/30/2013,12/4/2013,30-Nov,1.8911,1.8114,"8,288,278",35.27
11/23/2013,11/27/2013,23-Nov,1.9146,1.8362,"9,517,889",35.35
11/23/2013,11/27/2013,16-Nov,1.95,1.8648,"8,970,443",35.17
11/23/2013,11/27/2013,9-Nov,1.9352,1.8542,"9,880,856",35.29
11/23/2013,11/27/2013,2-Nov,1.9035,1.8203,"9,523,773",35.17
11/23/2013,11/27/2013,26-Oct,1.882,1.7999,"9,700,011",35.17
11/16/2013,11/20/2013,19-Oct,1.8509,1.7692,"10,163,122",35.14
11/16/2013,11/20/2013,26-Oct,1.882,1.7999,"9,700,011",35.17
11/16/2013,11/20/2013,2-Nov,1.9035,1.8203,"9,523,773",35.17
11/16/2013,11/20/2013,9-Nov,1.9352,1.8542,"9,880,856",35.29
11/16/2013,11/20/2013,16-Nov,1.95,1.8648,"8,970,443",35.17
11/9/2013,11/14/2013,9-Nov,1.9352,1.8542,"9,880,856",35.29
11/9/2013,11/14/2013,2-Nov,1.9035,1.8203,"9,523,773",35.17
11/9/2013,11/14/2013,26-Oct,1.882,1.7999,"9,700,011",35.17
11/9/2013,11/14/2013,19-Oct,1.8509,1.7692,"10,163,122",35.14
11/9/2013,11/14/2013,12-Oct,0,1.7697,0,0
11/2/2013,11/6/2013,5-Oct,0,1.7857,0,0
11/2/2013,11/6/2013,12-Oct,0,1.7697,0,0
11/2/2013,11/6/2013,19-Oct,1.8509,1.7692,"10,163,623",35.14
11/2/2013,11/6/2013,26-Oct,1.882,1.7999,"9,700,011",35.17
11/2/2013,11/6/2013,2-Nov,1.9035,1.8203,"9,523,773",35.17
10/26/2013,10/30/2013,26-Oct,1.8821,1.8,"9,700,011",35.17
10/26/2013,10/30/2013,19-Oct,1.8509,1.7692,"10,163,623",35.14
10/26/2013,10/30/2013,12-Oct,0,1.7697,0,0
10/26/2013,10/30/2013,5-Oct,0,1.7857,0,0
10/26/2013,10/30/2013,28-Sep,0,1.8136,0,0
10/19/2013,10/23/2013,21-Sep,1.9129,1.8203,"9,017,162",34.85
10/19/2013,10/23/2013,28-Sep,0,1.8136,0,0
10/19/2013,10/23/2013,5-Oct,0,1.7857,0,0
10/19/2013,10/23/2013,12-Oct,0,1.7697,0,0
10/19/2013,10/23/2013,19-Oct,1.8508,1.7691,"10,164,642",35.14
10/12/2013,10/23/2013,12-Oct,0,1.7697,0,0
10/12/2013,10/23/2013,5-Oct,0,1.7857,0,0
10/12/2013,10/23/2013,28-Sep,0,1.8136,0,0
10/12/2013,10/23/2013,21-Sep,1.9129,1.8203,"9,017,162",34.85
10/12/2013,10/23/2013,14-Sep,1.882,1.7917,"9,575,997",34.87
10/5/2013,10/23/2013,7-Sep,1.8505,1.7574,"8,458,333",34.71
10/5/2013,10/23/2013,14-Sep,1.882,1.7917,"9,575,997",34.87
10/5/2013,10/23/2013,21-Sep,1.9129,1.8203,"9,017,162",34.85
10/5/2013,10/23/2013,28-Sep,0,1.8136,0,0
10/5/2013,10/23/2013,5-Oct,0,1.7857,0,0
9/28/2013,10/23/2013,28-Sep,0,1.8136,0,0
9/28/2013,10/23/2013,21-Sep,1.9129,1.8203,"9,017,162",34.85
9/28/2013,10/23/2013,14-Sep,1.882,1.7917,"9,575,997",34.87
9/28/2013,10/23/2013,7-Sep,1.8505,1.7574,"8,458,333",34.71
9/28/2013,10/23/2013,31-Aug,1.8297,1.7438,"8,198,196",34.95
9/21/2013,9/25/2013,24-Aug,1.8865,1.7972,"9,293,397",34.92
9/21/2013,9/25/2013,31-Aug,1.8297,1.7438,"8,198,196",34.95
9/21/2013,9/25/2013,7-Sep,1.8505,1.7574,"8,458,333",34.71
9/21/2013,9/25/2013,14-Sep,1.882,1.7917,"9,575,997",34.87
9/21/2013,9/25/2013,21-Sep,1.9129,1.8203,"9,017,162",34.85
9/14/2013,9/18/2013,14-Sep,1.882,1.7916,"9,578,575",34.87
9/14/2013,9/18/2013,7-Sep,1.851,1.7577,"8,416,221",34.71
9/14/2013,9/18/2013,31-Aug,1.8297,1.7438,"8,198,196",34.95
9/14/2013,9/18/2013,24-Aug,1.8865,1.7972,"9,293,397",34.92
9/14/2013,9/18/2013,17-Aug,1.8913,1.8042,"8,787,701",35.01
9/7/2013,9/11/2013,10-Aug,1.857,1.7735,"8,833,734",35.08
9/7/2013,9/11/2013,17-Aug,1.8913,1.8042,"8,787,701",35.01
9/7/2013,9/11/2013,24-Aug,1.8865,1.7972,"9,293,397",34.92
9/7/2013,9/11/2013,31-Aug,1.8297,1.7438,"8,198,196",34.95
9/7/2013,9/11/2013,7-Sep,1.851,1.7577,"8,416,221",34.71
8/31/2013,9/5/2013,31-Aug,1.8297,1.7438,"8,198,196",34.95
8/31/2013,9/5/2013,24-Aug,1.8865,1.7972,"9,293,397",34.92
8/31/2013,9/5/2013,17-Aug,1.8913,1.8042,"8,787,701",35.01
8/31/2013,9/5/2013,10-Aug,1.857,1.7735,"8,833,734",35.08
8/31/2013,9/5/2013,3-Aug,1.8266,1.7415,"8,824,992",34.97
8/24/2013,8/28/2013,27-Jul,1.7917,1.7096,"8,926,877",35.02
8/24/2013,8/28/2013,3-Aug,1.8266,1.7415,"8,824,992",34.97
8/24/2013,8/28/2013,10-Aug,1.857,1.7735,"8,833,734",35.08
8/24/2013,8/28/2013,17-Aug,1.8913,1.8042,"8,787,701",35.01
8/24/2013,8/28/2013,24-Aug,1.8865,1.7972,"9,293,397",34.92
8/17/2013,8/21/2013,17-Aug,1.8913,1.8043,"8,664,514",35.01
8/17/2013,8/21/2013,10-Aug,1.8569,1.7735,"8,792,363",35.08
8/17/2013,8/21/2013,3-Aug,1.8266,1.7415,"8,824,992",34.97
8/17/2013,8/21/2013,27-Jul,1.7917,1.7096,"8,926,877",35.02
8/17/2013,8/21/2013,20-Jul,1.7749,1.6899,"9,801,859",34.88
8/10/2013,8/14/2013,13-Jul,1.7732,1.6864,"10,508,081",34.81
8/10/2013,8/14/2013,20-Jul,1.7749,1.6899,"9,801,859",34.88
8/10/2013,8/14/2013,27-Jul,1.7917,1.7096,"8,926,877",35.02
8/10/2013,8/14/2013,3-Aug,1.8266,1.7415,"8,824,992",34.97
8/10/2013,8/14/2013,10-Aug,1.8569,1.7735,"8,792,363",35.08
8/3/2013,8/7/2013,3-Aug,1.8233,1.7386,"8,704,543",34.98
8/3/2013,8/7/2013,27-Jul,1.7917,1.7096,"8,926,877",35.02
8/3/2013,8/7/2013,20-Jul,1.7749,1.6899,"9,801,859",34.88
8/3/2013,8/7/2013,13-Jul,1.7732,1.6864,"10,508,081",34.81
8/3/2013,8/7/2013,6-Jul,1.7974,1.7108,"8,664,552",34.86
7/27/2013,7/31/2013,29-Jun,1.8733,1.783,"9,324,215",34.86
7/27/2013,7/31/2013,6-Jul,1.7974,1.7108,"8,664,552",34.86
7/27/2013,7/31/2013,13-Jul,1.7732,1.6864,"10,508,081",34.81
7/27/2013,7/31/2013,20-Jul,1.7749,1.6899,"9,801,859",34.88
7/27/2013,7/31/2013,27-Jul,1.7917,1.7096,"8,926,877",35.02
7/20/2013,7/24/2013,20-Jul,1.7748,1.6896,"9,679,915",34.87
7/20/2013,7/24/2013,13-Jul,1.7732,1.6864,"10,508,081",34.81
7/20/2013,7/24/2013,6-Jul,1.7974,1.7108,"8,664,552",34.86
7/20/2013,7/24/2013,29-Jun,1.8733,1.783,"9,324,215",34.86
7/20/2013,7/24/2013,22-Jun,1.8815,1.7963,"9,377,762",35.06
7/13/2013,7/17/2013,15-Jun,1.8478,1.7708,"9,649,471",35.31
7/13/2013,7/17/2013,22-Jun,1.8815,1.7963,"9,377,762",35.06
7/13/2013,7/17/2013,29-Jun,1.8733,1.783,"9,324,215",34.86
7/13/2013,7/17/2013,6-Jul,1.7974,1.7108,"8,664,552",34.86
7/13/2013,7/17/2013,13-Jul,1.7732,1.6864,"10,508,081",34.81
7/6/2013,7/10/2013,6-Jul,1.7977,1.711,"8,623,839",34.86
7/6/2013,7/10/2013,29-Jun,1.8733,1.783,"9,324,215",34.86
7/6/2013,7/10/2013,22-Jun,1.8815,1.7963,"9,377,762",35.06
7/6/2013,7/10/2013,15-Jun,1.8478,1.7708,"9,649,471",35.31
7/6/2013,7/10/2013,8-Jun,1.8437,1.7622,"10,004,605",35.13
6/29/2013,7/3/2013,1-Jun,1.8609,1.7746,"9,466,972",34.99
6/29/2013,7/3/2013,8-Jun,1.8437,1.7622,"10,004,605",35.13
6/29/2013,7/3/2013,15-Jun,1.8478,1.7708,"9,649,471",35.31
6/29/2013,7/3/2013,22-Jun,1.8815,1.7963,"9,377,762",35.06
6/29/2013,7/3/2013,29-Jun,1.8733,1.783,"9,324,215",34.86
6/22/2013,6/26/2013,22-Jun,1.8815,1.7963,"9,377,762",35.06
6/22/2013,6/26/2013,15-Jun,1.8479,1.7709,"9,690,366",35.31
6/22/2013,6/26/2013,8-Jun,1.8436,1.7621,"9,966,272",35.13
6/22/2013,6/26/2013,1-Jun,1.8609,1.7746,"9,466,972",34.99
